transaction_id,date,customer_id,product_name,category,quantity,base_price,discount_pct,revenue,city,customer_segment,channel,year,month,month_name,quarter,day_of_week,is_weekend,margin_est
TXN00030,2023-04-13,CUST02283,Philips Air Fryer,Home & Living,2,1499000,0.0,3598000.0,Jakarta,Regular,Paid Social,2023,4,Apr,2,Thursday,False,899500.0
TXN00031,2023-06-29,CUST02175,The Ordinary AHA,Beauty,1,189000,0.0,265000.0,Bali,Occasional,Organic,2023,6,Jun,2,Thursday,False,66250.0
TXN00032,2023-08-11,CUST03573,JBL Flip 6,Electronics,1,1199000,0.1,1295000.0,Surabaya,Loyal,Organic,2023,8,Aug,3,Friday,False,323750.0
TXN00033,2023-12-18,CUST01021,JBL Flip 6,Electronics,2,1199000,0.1,1295000.0,Medan,Occasional,Organic,2023,12,Dec,4,Monday,False,323750.0
TXN00034,2023-09-17,CUST01426,IKEA Billy Shelf,Home & Living,1,799000,0.0,799000.0,Surabaya,New,Paid Social,2023,9,Sep,3,Sunday,True,199750.0
TXN00035,2023-07-27,CUST03877,Zara Blazer Set,Fashion,1,1199000,0.0,1614000.0,Jakarta,Occasional,Email,2023,7,Jul,3,Thursday,False,403500.0
TXN00036,2023-12-04,CUST00201,Philips Air Fryer,Home & Living,1,1499000,0.05,854000.0,Bandung,Occasional,Paid Social,2023,12,Dec,4,Monday,False,213500.0
TXN00037,2023-11-09,CUST01209,Logitech MX Keys,Electronics,2,1350000,0.0,1765000.0,Surabaya,Regular,Paid Social,2023,11,Nov,4,Thursday,False,441250.0
TXN00038,2023-02-24,CUST03740,Dyson V11 Vacuum,Home & Living,2,7499000,0.0,11998000.0,Semarang,Regular,Marketplace,2023,2,Feb,1,Friday,False,2999500.0
TXN00039,2023-12-08,CUST04489,Logitech MX Keys,Electronics,1,1350000,0.05,770000.0,Jakarta,Regular,Marketplace,2023,12,Dec,4,Friday,False,192500.0
TXN00040,2023-09-01,CUST02341,Uniqlo Heattech L,Fashion,1,299000,0.1,269000.0,Semarang,New,Marketplace,2023,9,Sep,3,Friday,False,67250.0
TXN00041,2023-06-13,CUST04446,Apple AirPods Pro,Electronics,2,3799000,0.0,10637000.0,Jakarta,Occasional,Paid Social,2023,6,Jun,2,Tuesday,False,2659250.0
TXN00042,2023-04-16,CUST00049,Nike Air Max 270,Fashion,2,1800000,0.0,4320000.0,Medan,Loyal,Organic,2023,4,Apr,2,Sunday,True,1080000.0
TXN00043,2023-07-19,CUST03186,The Ordinary AHA,Beauty,2,189000,0.2,407000.0,Surabaya,Regular,Paid Social,2023,7,Jul,3,Wednesday,False,101750.0
TXN00044,2023-03-26,CUST03512,Logitech MX Keys,Electronics,2,1350000,0.2,2160000.0,Bali,Occasional,Marketplace,2023,3,Mar,1,Sunday,True,540000.0
TXN00045,2023-04-04,CUST00671,Logitech MX Keys,Electronics,1,1350000,0.0,1620000.0,Jakarta,Occasional,Marketplace,2023,4,Apr,2,Tuesday,False,405000.0
TXN00046,2023-01-27,CUST00167,H&M Linen Shirt,Fashion,3,249000,0.0,488000.0,Bandung,Regular,Organic,2023,1,Jan,1,Friday,False,122000.0
TXN00047,2023-03-06,CUST00939,Uniqlo Heattech L,Fashion,1,299000,0.0,299000.0,Yogyakarta,Occasional,Email,2023,3,Mar,1,Monday,False,74750.0
TXN00048,2023-06-09,CUST01990,Philips Air Fryer,Home & Living,1,1499000,0.0,2099000.0,Jakarta,Regular,Marketplace,2023,6,Jun,2,Friday,False,524750.0
TXN00049,2023-12-17,CUST02796,Apple AirPods Pro,Electronics,1,3799000,0.0,2279000.0,Bali,Regular,Email,2023,12,Dec,4,Sunday,True,569750.0
TXN00050,2023-09-08,CUST02213,Logitech MX Keys,Electronics,1,1350000,0.2,1080000.0,Bandung,Loyal,Paid Social,2023,9,Sep,3,Friday,False,270000.0
TXN00051,2023-09-05,CUST01998,H&M Linen Shirt,Fashion,1,249000,0.1,224000.0,Bandung,Occasional,Paid Social,2023,9,Sep,3,Tuesday,False,56000.0
TXN00052,2023-11-09,CUST04884,Tupperware Set,Home & Living,1,349000,0.0,228000.0,Surabaya,Occasional,Marketplace,2023,11,Nov,4,Thursday,False,57000.0
TXN00053,2023-10-12,CUST04021,IKEA Billy Shelf,Home & Living,1,799000,0.2,511000.0,Jakarta,Regular,Marketplace,2023,10,Oct,4,Thursday,False,127750.0
TXN00054,2023-02-17,CUST04509,Nike Air Max 270,Fashion,1,1800000,0.0,1440000.0,Jakarta,Regular,Email,2023,2,Feb,1,Friday,False,360000.0
TXN00055,2023-05-19,CUST04830,Logitech MX Keys,Electronics,1,1350000,0.0,1818000.0,Medan,Occasional,Paid Social,2023,5,May,2,Friday,False,454500.0
TXN00057,2023-05-30,CUST01511,Emina BB Cream,Beauty,1,75000,0.0,101000.0,Makassar,Occasional,Organic,2023,5,May,2,Tuesday,False,25250.0
TXN00058,2023-09-02,CUST00698,The Ordinary AHA,Beauty,1,189000,0.0,189000.0,Surabaya,Regular,Organic,2023,9,Sep,3,Saturday,True,47250.0
TXN00059,2023-10-13,CUST03513,Skintific SPF 50+,Beauty,2,129000,0.05,196000.0,Semarang,New,Marketplace,2023,10,Oct,4,Friday,False,49000.0
TXN00060,2023-01-31,CUST04522,JBL Flip 6,Electronics,1,1199000,0.1,705000.0,Yogyakarta,New,Paid Social,2023,1,Jan,1,Tuesday,False,176250.0
TXN00061,2023-07-29,CUST02168,Xiaomi Redmi 12,Electronics,1,2199000,0.05,2813000.0,Jakarta,New,Email,2023,7,Jul,3,Saturday,True,703250.0
TXN00062,2023-12-05,CUST01360,Tupperware Set,Home & Living,2,349000,0.0,419000.0,Jakarta,New,Paid Social,2023,12,Dec,4,Tuesday,False,104750.0
TXN00063,2023-10-19,CUST00659,Tupperware Set,Home & Living,3,349000,0.0,838000.0,Surabaya,Occasional,Marketplace,2023,10,Oct,4,Thursday,False,209500.0
TXN00064,2023-06-15,CUST00330,Adidas Ultraboost,Fashion,1,2099000,0.0,2939000.0,Jakarta,Regular,Organic,2023,6,Jun,2,Thursday,False,734750.0
TXN00065,2023-08-29,CUST02851,Philips Air Fryer,Home & Living,1,1499000,0.0,1799000.0,Jakarta,Loyal,Marketplace,2023,8,Aug,3,Tuesday,False,449750.0
TXN00066,2023-12-10,CUST02577,Zara Blazer Set,Fashion,1,1199000,0.0,719000.0,Surabaya,Occasional,Marketplace,2023,12,Dec,4,Sunday,True,179750.0
TXN00067,2023-07-26,CUST04084,Xiaomi Redmi 12,Electronics,2,2199000,0.1,5329000.0,Jakarta,Loyal,Marketplace,2023,7,Jul,3,Wednesday,False,1332250.0
TXN00068,2023-04-15,CUST01961,Nike Air Max 270,Fashion,1,1800000,0.0,2160000.0,Jakarta,Loyal,Marketplace,2023,4,Apr,2,Saturday,True,540000.0
TXN00069,2023-10-10,CUST04083,IKEA Billy Shelf,Home & Living,1,799000,0.0,639000.0,Jakarta,Loyal,Organic,2023,10,Oct,4,Tuesday,False,159750.0
TXN00070,2023-09-18,CUST04164,The Ordinary AHA,Beauty,2,189000,0.0,378000.0,Surabaya,Occasional,Marketplace,2023,9,Sep,3,Monday,False,94500.0
TXN00071,2023-02-05,CUST04809,Philips Air Fryer,Home & Living,1,1499000,0.1,1079000.0,Surabaya,Loyal,Email,2023,2,Feb,1,Sunday,True,269750.0
TXN00072,2023-03-18,CUST01957,Adidas Ultraboost,Fashion,1,2099000,0.0,2099000.0,Jakarta,Regular,Marketplace,2023,3,Mar,1,Saturday,True,524750.0
TXN00073,2023-07-30,CUST01247,Uniqlo Heattech L,Fashion,1,299000,0.1,362000.0,Medan,Loyal,Marketplace,2023,7,Jul,3,Sunday,True,90500.0
TXN00074,2023-03-06,CUST01181,Nike Air Max 270,Fashion,1,1800000,0.05,1710000.0,Makassar,Loyal,Marketplace,2023,3,Mar,1,Monday,False,427500.0
TXN00075,2023-02-08,CUST03114,Uniqlo Heattech L,Fashion,1,299000,0.2,191000.0,Jakarta,Regular,Organic,2023,2,Feb,1,Wednesday,False,47750.0
TXN00076,2023-10-05,CUST00824,Wardah Instaperfect,Beauty,1,85000,0.0,68000.0,Bandung,Loyal,Paid Social,2023,10,Oct,4,Thursday,False,17000.0
TXN00077,2023-01-15,CUST01476,Zara Blazer Set,Fashion,1,1199000,0.1,705000.0,Jakarta,Occasional,Paid Social,2023,1,Jan,1,Sunday,True,176250.0
TXN00078,2023-11-09,CUST00077,Xiaomi Redmi 12,Electronics,2,2199000,0.05,2731000.0,Jakarta,Loyal,Paid Social,2023,11,Nov,4,Thursday,False,682750.0
TXN00079,2023-05-28,CUST02475,Wardah Instaperfect,Beauty,1,85000,0.0,114000.0,Surabaya,Occasional,Email,2023,5,May,2,Sunday,True,28500.0
TXN00080,2023-09-05,CUST00067,Logitech MX Keys,Electronics,1,1350000,0.0,1350000.0,Unknown,New,Email,2023,9,Sep,3,Tuesday,False,337500.0
TXN00081,2023-11-07,CUST02054,Nike Air Max 270,Fashion,2,1800000,0.1,2118000.0,Makassar,Regular,Paid Social,2023,11,Nov,4,Tuesday,False,529500.0
TXN00082,2023-11-18,CUST02418,Philips Air Fryer,Home & Living,1,1499000,0.05,931000.0,Jakarta,Regular,Organic,2023,11,Nov,4,Saturday,True,232750.0
TXN00083,2023-03-31,CUST03948,Logitech MX Keys,Electronics,1,1350000,0.1,1215000.0,Makassar,Occasional,Email,2023,3,Mar,1,Friday,False,303750.0
TXN00084,2023-06-23,CUST04566,The Ordinary AHA,Beauty,2,189000,0.0,529000.0,Jakarta,Regular,Paid Social,2023,6,Jun,2,Friday,False,132250.0
TXN00085,2023-01-08,CUST00888,Logitech MX Keys,Electronics,1,1350000,0.0,882000.0,Surabaya,Regular,Email,2023,1,Jan,1,Sunday,True,220500.0
TXN00086,2023-01-13,CUST03345,Kris Mattress King,Home & Living,1,4200000,0.2,2196000.0,Jakarta,Regular,Organic,2023,1,Jan,1,Friday,False,549000.0
TXN00087,2023-01-20,CUST04426,Xiaomi Redmi 12,Electronics,1,2199000,0.0,1437000.0,Jakarta,Loyal,Paid Social,2023,1,Jan,1,Friday,False,359250.0
TXN00088,2023-08-01,CUST01935,Uniqlo Heattech L,Fashion,1,299000,0.1,323000.0,Bandung,Loyal,Email,2023,8,Aug,3,Tuesday,False,80750.0
TXN00089,2023-12-18,CUST03726,Dyson V11 Vacuum,Home & Living,1,7499000,0.2,3600000.0,Bandung,New,Email,2023,12,Dec,4,Monday,False,900000.0
TXN00090,2023-11-25,CUST04541,Samsung QLED 55in,Electronics,1,8999000,0.2,4705000.0,Jakarta,Occasional,Paid Social,2023,11,Nov,4,Saturday,True,1176250.0
TXN00091,2023-04-30,CUST00901,Samsung QLED 55in,Electronics,1,8999000,0.0,10799000.0,Makassar,New,Paid Social,2023,4,Apr,2,Sunday,True,2699750.0
TXN00092,2023-03-09,CUST00932,Dyson V11 Vacuum,Home & Living,1,7499000,0.1,6749000.0,Jakarta,Occasional,Paid Social,2023,3,Mar,1,Thursday,False,1687250.0
TXN00093,2023-08-18,CUST02471,Kris Mattress King,Home & Living,2,4200000,0.05,9576000.0,Jakarta,Occasional,Organic,2023,8,Aug,3,Friday,False,2394000.0
TXN00094,2023-02-01,CUST00539,Nike Air Max 270,Fashion,3,1800000,0.1,3888000.0,Surabaya,New,Marketplace,2023,2,Feb,1,Wednesday,False,972000.0
TXN00095,2023-11-21,CUST00938,JBL Flip 6,Electronics,1,1199000,0.1,705000.0,Surabaya,Regular,Email,2023,11,Nov,4,Tuesday,False,176250.0
TXN00096,2023-04-21,CUST02089,Tupperware Set,Home & Living,1,349000,0.1,377000.0,Surabaya,Loyal,Marketplace,2023,4,Apr,2,Friday,False,94250.0
TXN00097,2023-12-18,CUST00492,Samsung QLED 55in,Electronics,3,8999000,0.0,16198000.0,Semarang,New,Organic,2023,12,Dec,4,Monday,False,4049500.0
TXN00098,2023-10-15,CUST04919,H&M Linen Shirt,Fashion,1,249000,0.0,199000.0,Surabaya,Regular,Marketplace,2023,10,Oct,4,Sunday,True,49750.0
TXN00099,2023-10-23,CUST04704,Xiaomi Redmi 12,Electronics,1,2199000,0.0,1759000.0,Surabaya,Loyal,Email,2023,10,Oct,4,Monday,False,439750.0
TXN00100,2023-10-15,CUST00238,Logitech MX Keys,Electronics,3,1350000,0.1,2916000.0,Bandung,Regular,Organic,2023,10,Oct,4,Sunday,True,729000.0
TXN00101,2023-06-23,CUST04346,Apple AirPods Pro,Electronics,1,3799000,0.0,5319000.0,Jakarta,Regular,Organic,2023,6,Jun,2,Friday,False,1329750.0
TXN00102,2023-08-21,CUST00408,Logitech MX Keys,Electronics,1,1350000,0.0,1620000.0,Medan,Regular,Organic,2023,8,Aug,3,Monday,False,405000.0
TXN00103,2023-08-15,CUST04859,IKEA Billy Shelf,Home & Living,1,799000,0.0,959000.0,Surabaya,New,Organic,2023,8,Aug,3,Tuesday,False,239750.0
TXN00104,2023-01-24,CUST00983,Zara Blazer Set,Fashion,1,1199000,0.2,627000.0,Jakarta,New,Paid Social,2023,1,Jan,1,Tuesday,False,156750.0
TXN00105,2023-03-31,CUST00154,Logitech MX Keys,Electronics,1,1350000,0.05,1282000.0,Jakarta,Regular,Email,2023,3,Mar,1,Friday,False,320500.0
TXN00106,2023-06-10,CUST03770,Nike Air Max 270,Fashion,1,1800000,0.05,2394000.0,Medan,Occasional,Organic,2023,6,Jun,2,Saturday,True,598500.0
TXN00107,2023-02-15,CUST02729,IKEA Billy Shelf,Home & Living,1,799000,0.0,639000.0,Surabaya,Occasional,Organic,2023,2,Feb,1,Wednesday,False,159750.0
TXN00108,2023-09-19,CUST01936,Dyson V11 Vacuum,Home & Living,1,7499000,0.05,7124000.0,Jakarta,Regular,Email,2023,9,Sep,3,Tuesday,False,1781000.0
TXN00109,2023-04-12,CUST04625,Apple AirPods Pro,Electronics,1,3799000,0.0,4559000.0,Medan,New,Marketplace,2023,4,Apr,2,Wednesday,False,1139750.0
TXN00110,2023-06-15,CUST02884,H&M Linen Shirt,Fashion,2,249000,0.05,662000.0,Jakarta,New,Marketplace,2023,6,Jun,2,Thursday,False,165500.0
TXN00111,2023-08-25,CUST04541,Zara Blazer Set,Fashion,1,1199000,0.0,1439000.0,Semarang,New,Organic,2023,8,Aug,3,Friday,False,359750.0
TXN00112,2023-08-19,CUST02814,Skintific SPF 50+,Beauty,3,129000,0.05,441000.0,Jakarta,Regular,Paid Social,2023,8,Aug,3,Saturday,True,110250.0
TXN00113,2023-09-16,CUST02772,Skintific SPF 50+,Beauty,1,129000,0.0,129000.0,Medan,Loyal,Paid Social,2023,9,Sep,3,Saturday,True,32250.0
TXN00114,2023-11-20,CUST04938,Dyson V11 Vacuum,Home & Living,1,7499000,0.0,4901000.0,Jakarta,Regular,Email,2023,11,Nov,4,Monday,False,1225250.0
TXN00115,2023-02-11,CUST04579,The Ordinary AHA,Beauty,1,189000,0.0,151000.0,Jakarta,Loyal,Marketplace,2023,2,Feb,1,Saturday,True,37750.0
TXN00116,2023-03-07,CUST02971,Apple AirPods Pro,Electronics,1,3799000,0.1,3419000.0,Medan,Regular,Organic,2023,3,Mar,1,Tuesday,False,854750.0
TXN00118,2023-01-20,CUST01357,Tupperware Set,Home & Living,1,349000,0.1,205000.0,Bandung,Regular,Paid Social,2023,1,Jan,1,Friday,False,51250.0
TXN00119,2023-07-30,CUST03843,Dyson V11 Vacuum,Home & Living,1,7499000,0.1,9087000.0,Yogyakarta,Regular,Marketplace,2023,7,Jul,3,Sunday,True,2271750.0
TXN00120,2023-07-08,CUST01636,Somethinc Niacinamide,Beauty,1,99000,0.05,127000.0,Surabaya,Regular,Marketplace,2023,7,Jul,3,Saturday,True,31750.0
TXN00121,2023-05-09,CUST04206,Philips Air Fryer,Home & Living,1,1499000,0.0,2018000.0,Surabaya,Loyal,Organic,2023,5,May,2,Tuesday,False,504500.0
TXN00122,2023-02-16,CUST03164,Logitech MX Keys,Electronics,3,1350000,0.0,3240000.0,Surabaya,Occasional,Organic,2023,2,Feb,1,Thursday,False,810000.0
TXN00123,2023-04-25,CUST01137,The Ordinary AHA,Beauty,1,189000,0.2,181000.0,Semarang,Regular,Paid Social,2023,4,Apr,2,Tuesday,False,45250.0
TXN00124,2023-08-18,CUST00911,Kris Mattress King,Home & Living,1,4200000,0.2,4032000.0,Jakarta,New,Paid Social,2023,8,Aug,3,Friday,False,1008000.0
TXN00125,2023-06-04,CUST00135,Philips Air Fryer,Home & Living,1,1499000,0.0,2099000.0,Bandung,Regular,Organic,2023,6,Jun,2,Sunday,True,524750.0
TXN00126,2023-05-04,CUST02955,H&M Linen Shirt,Fashion,2,249000,0.0,671000.0,Jakarta,Occasional,Marketplace,2023,5,May,2,Thursday,False,167750.0
TXN00127,2023-10-06,CUST00134,JBL Flip 6,Electronics,1,1199000,0.2,767000.0,Bandung,Occasional,Marketplace,2023,10,Oct,4,Friday,False,191750.0
TXN00128,2023-06-26,CUST01435,Xiaomi Redmi 12,Electronics,1,2199000,0.05,2925000.0,Jakarta,Regular,Email,2023,6,Jun,2,Monday,False,731250.0
TXN00129,2023-12-23,CUST00344,Kris Mattress King,Home & Living,1,4200000,0.0,2520000.0,Jakarta,Regular,Marketplace,2023,12,Dec,4,Saturday,True,630000.0
TXN00130,2023-09-21,CUST02720,Apple AirPods Pro,Electronics,1,3799000,0.1,3419000.0,Surabaya,New,Paid Social,2023,9,Sep,3,Thursday,False,854750.0
TXN00131,2023-08-12,CUST04254,Apple AirPods Pro,Electronics,2,3799000,0.1,8206000.0,Makassar,Occasional,Paid Social,2023,8,Aug,3,Saturday,True,2051500.0
TXN00132,2023-08-06,CUST03653,Xiaomi Redmi 12,Electronics,1,2199000,0.05,2507000.0,Semarang,Occasional,Email,2023,8,Aug,3,Sunday,True,626750.0
TXN00133,2023-03-27,CUST00470,Adidas Ultraboost,Fashion,1,2099000,0.0,2099000.0,Jakarta,Loyal,Email,2023,3,Mar,1,Monday,False,524750.0
TXN00134,2023-07-06,CUST03001,Logitech MX Keys,Electronics,1,1350000,0.1,1636000.0,Jakarta,New,Marketplace,2023,7,Jul,3,Thursday,False,409000.0
TXN00135,2023-01-17,CUST02284,JBL Flip 6,Electronics,1,1199000,0.05,744000.0,Yogyakarta,Occasional,Organic,2023,1,Jan,1,Tuesday,False,186000.0
TXN00136,2023-01-14,CUST02340,Xiaomi Redmi 12,Electronics,2,2199000,0.0,2874000.0,Surabaya,Regular,Email,2023,1,Jan,1,Saturday,True,718500.0
TXN00137,2023-04-13,CUST02619,Kris Mattress King,Home & Living,1,4200000,0.1,4536000.0,Surabaya,Loyal,Marketplace,2023,4,Apr,2,Thursday,False,1134000.0
TXN00138,2023-10-09,CUST01647,Dyson V11 Vacuum,Home & Living,1,7499000,0.1,5399000.0,Makassar,Regular,Paid Social,2023,10,Oct,4,Monday,False,1349750.0
TXN00139,2023-09-10,CUST03922,Philips Air Fryer,Home & Living,1,1499000,0.05,1424000.0,Surabaya,Loyal,Paid Social,2023,9,Sep,3,Sunday,True,356000.0
TXN00140,2023-10-22,CUST04816,Adidas Ultraboost,Fashion,1,2099000,0.2,1343000.0,Bandung,Occasional,Email,2023,10,Oct,4,Sunday,True,335750.0
TXN00141,2023-08-10,CUST02835,Samsung QLED 55in,Electronics,1,8999000,0.1,9719000.0,Semarang,Occasional,Email,2023,8,Aug,3,Thursday,False,2429750.0
TXN00142,2023-05-26,CUST01382,Emina BB Cream,Beauty,2,75000,0.0,202000.0,Bandung,Regular,Paid Social,2023,5,May,2,Friday,False,50500.0
TXN00143,2023-03-20,CUST04725,H&M Linen Shirt,Fashion,1,249000,0.05,237000.0,Makassar,Occasional,Organic,2023,3,Mar,1,Monday,False,59250.0
TXN00144,2023-10-20,CUST03327,Samsung QLED 55in,Electronics,1,8999000,0.05,6839000.0,Surabaya,Regular,Email,2023,10,Oct,4,Friday,False,1709750.0
TXN00145,2023-12-19,CUST02830,Xiaomi Redmi 12,Electronics,1,2199000,0.0,1319000.0,Surabaya,New,Paid Social,2023,12,Dec,4,Tuesday,False,329750.0
TXN00146,2023-07-09,CUST03147,Somethinc Niacinamide,Beauty,1,99000,0.0,133000.0,Jakarta,New,Marketplace,2023,7,Jul,3,Sunday,True,33250.0
TXN00147,2023-05-08,CUST03825,Wardah Instaperfect,Beauty,3,85000,0.2,275000.0,Semarang,Loyal,Email,2023,5,May,2,Monday,False,68750.0
TXN00148,2023-09-12,CUST04895,Zara Blazer Set,Fashion,1,1199000,0.2,959000.0,Surabaya,Loyal,Paid Social,2023,9,Sep,3,Tuesday,False,239750.0
TXN00149,2023-05-27,CUST04672,Wardah Instaperfect,Beauty,1,85000,0.1,103000.0,Surabaya,Loyal,Email,2023,5,May,2,Saturday,True,25750.0
TXN00150,2023-10-11,CUST02778,Zara Blazer Set,Fashion,1,1199000,0.0,959000.0,Surabaya,Occasional,Organic,2023,10,Oct,4,Wednesday,False,239750.0
TXN00151,2023-03-15,CUST01221,Zara Blazer Set,Fashion,1,1199000,0.05,1139000.0,Surabaya,New,Paid Social,2023,3,Mar,1,Wednesday,False,284750.0
TXN00152,2023-03-13,CUST04013,H&M Linen Shirt,Fashion,1,249000,0.05,237000.0,Jakarta,Loyal,Email,2023,3,Mar,1,Monday,False,59250.0
TXN00153,2023-09-01,CUST00219,IKEA Billy Shelf,Home & Living,2,799000,0.0,1598000.0,Medan,Loyal,Email,2023,9,Sep,3,Friday,False,399500.0
TXN00154,2023-12-02,CUST03115,Zara Blazer Set,Fashion,2,1199000,0.1,1295000.0,Bandung,Regular,Marketplace,2023,12,Dec,4,Saturday,True,323750.0
TXN00155,2023-01-17,CUST03864,Samsung QLED 55in,Electronics,1,8999000,0.1,5293000.0,Jakarta,Occasional,Marketplace,2023,1,Jan,1,Tuesday,False,1323250.0
TXN00156,2023-12-28,CUST02805,Skintific SPF 50+,Beauty,1,129000,0.0,77000.0,Jakarta,Regular,Marketplace,2023,12,Dec,4,Thursday,False,19250.0
TXN00157,2023-11-09,CUST04006,Zara Blazer Set,Fashion,1,1199000,0.2,627000.0,Jakarta,New,Email,2023,11,Nov,4,Thursday,False,156750.0
TXN00158,2023-10-14,CUST01200,Apple AirPods Pro,Electronics,3,3799000,0.1,8206000.0,Jakarta,New,Marketplace,2023,10,Oct,4,Saturday,True,2051500.0
TXN00159,2023-02-10,CUST02226,Apple AirPods Pro,Electronics,1,3799000,0.0,3039000.0,Jakarta,Occasional,Paid Social,2023,2,Feb,1,Friday,False,759750.0
TXN00160,2023-10-28,CUST00824,JBL Flip 6,Electronics,1,1199000,0.0,959000.0,Makassar,New,Paid Social,2023,10,Oct,4,Saturday,True,239750.0
TXN00161,2023-01-03,CUST02632,Philips Air Fryer,Home & Living,3,1499000,0.2,2351000.0,Jakarta,Regular,Marketplace,2023,1,Jan,1,Tuesday,False,587750.0
TXN00162,2023-02-15,CUST01441,Xiaomi Redmi 12,Electronics,1,2199000,0.0,1759000.0,Medan,Loyal,Organic,2023,2,Feb,1,Wednesday,False,439750.0
TXN00164,2023-05-26,CUST00923,The Ordinary AHA,Beauty,1,189000,0.05,242000.0,Surabaya,Loyal,Paid Social,2023,5,May,2,Friday,False,60500.0
