transaction_id,date,customer_id,product_name,category,quantity,base_price,discount_pct,revenue,city,customer_segment,channel
TXN00031,2023-06-29,CUST02175,The Ordinary AHA,Beauty,1,189000,0.0,265000.0,Bali,Occasional,Organic
TXN00032,2023-08-11,CUST03573,JBL Flip 6,Electronics,1,1199000,0.1,1295000.0,Surabaya,Loyal,Organic
TXN00033,2023-12-18,CUST01021,JBL Flip 6,Electronics,2,1199000,0.1,1295000.0,Medan,Occasional,Organic
TXN00034,2023-09-17,CUST01426,IKEA Billy Shelf,Home & Living,1,799000,0.0,799000.0,Surabaya,New,Paid Social
TXN00035,2023-07-27,CUST03877,Zara Blazer Set,Fashion,1,1199000,0.0,1614000.0,Jakarta,Occasional,Email
TXN00036,2023-12-04,CUST00201,Philips Air Fryer,Home & Living,1,1499000,0.05,854000.0,Bandung,Occasional,Paid Social
TXN00037,2023-11-09,CUST01209,Logitech MX Keys,Electronics,2,1350000,0.0,1765000.0,Surabaya,Regular,Paid Social
TXN00038,2023-02-24,CUST03740,Dyson V11 Vacuum,Home & Living,2,7499000,0.0,11998000.0,Semarang,Regular,Marketplace
TXN00039,2023-12-08,CUST04489,Logitech MX Keys,Electronics,1,1350000,0.05,770000.0,Jakarta,Regular,Marketplace
TXN00040,2023-09-01,CUST02341,Uniqlo Heattech L,Fashion,1,299000,0.1,269000.0,Semarang,New,Marketplace
TXN00041,2023-06-13,CUST04446,Apple AirPods Pro,Electronics,2,3799000,0.0,10637000.0,Jakarta,Occasional,Paid Social
TXN00042,2023-04-16,CUST00049,Nike Air Max 270,Fashion,2,1800000,0.0,4320000.0,Medan,Loyal,Organic
TXN00043,2023-07-19,CUST03186,The Ordinary AHA,Beauty,2,189000,0.2,407000.0,Surabaya,Regular,Paid Social
TXN00044,2023-03-26,CUST03512,Logitech MX Keys,Electronics,2,1350000,0.2,2160000.0,Bali,Occasional,Marketplace
TXN00045,2023-04-04,CUST00671,Logitech MX Keys,Electronics,1,1350000,0.0,1620000.0,Jakarta,Occasional,Marketplace
TXN00046,2023-01-27,CUST00167,H&M Linen Shirt,Fashion,3,249000,0.0,488000.0,Bandung,Regular,Organic
TXN00047,2023-03-06,CUST00939,Uniqlo Heattech L,Fashion,1,299000,0.0,299000.0,Yogyakarta,Occasional,Email
TXN00048,2023-06-09,CUST01990,Philips Air Fryer,Home & Living,1,1499000,0.0,2099000.0,Jakarta,Regular,Marketplace
TXN00049,2023-12-17,CUST02796,Apple AirPods Pro,Electronics,1,3799000,0.0,2279000.0,Bali,Regular,Email
TXN00050,2023-09-08,CUST02213,Logitech MX Keys,Electronics,1,1350000,0.2,1080000.0,Bandung,Loyal,Paid Social
TXN00051,2023-09-05,CUST01998,H&M Linen Shirt,Fashion,1,249000,0.1,224000.0,Bandung,Occasional,Paid Social
TXN00052,2023-11-09,CUST04884,Tupperware Set,Home & Living,1,349000,0.0,228000.0,Surabaya,Occasional,Marketplace
TXN00053,2023-10-12,CUST04021,IKEA Billy Shelf,Home & Living,1,799000,0.2,511000.0,Jakarta,Regular,Marketplace
TXN00054,2023-02-17,CUST04509,Nike Air Max 270,Fashion,1,1800000,0.0,1440000.0,Jakarta,Regular,Email
TXN00055,2023-05-19,CUST04830,Logitech MX Keys,Electronics,1,1350000,0.0,1818000.0,Medan,Occasional,Paid Social
TXN00056,2023-11-02,CUST00373,Emina BB Cream,Beauty,1,75000,0.0,49000.0,Jakarta,New,Paid Social
TXN00057,2023-05-30,CUST01511,Emina BB Cream,Beauty,1,75000,0.0,101000.0,Makassar,Occasional,Organic
TXN00058,2023-09-02,CUST00698,The Ordinary AHA,Beauty,1,189000,0.0,189000.0,Surabaya,Regular,Organic
TXN00059,2023-10-13,CUST03513,Skintific SPF 50+,Beauty,2,129000,0.05,196000.0,Semarang,New,Marketplace
TXN00060,2023-01-31,CUST04522,JBL Flip 6,Electronics,1,1199000,0.1,705000.0,Yogyakarta,New,Paid Social
TXN00061,2023-07-29,CUST02168,Xiaomi Redmi 12,Electronics,1,2199000,0.05,2813000.0,Jakarta,New,Email
TXN00062,2023-12-05,CUST01360,Tupperware Set,Home & Living,2,349000,0.0,419000.0,Jakarta,New,Paid Social
TXN00063,2023-10-19,CUST00659,Tupperware Set,Home & Living,3,349000,0.0,838000.0,Surabaya,Occasional,Marketplace
TXN00064,2023-06-15,CUST00330,Adidas Ultraboost,Fashion,1,2099000,0.0,2939000.0,Jakarta,Regular,Organic
TXN00065,2023-08-29,CUST02851,Philips Air Fryer,Home & Living,1,1499000,0.0,1799000.0,Jakarta,Loyal,Marketplace
TXN00066,2023-12-10,CUST02577,Zara Blazer Set,Fashion,1,1199000,0.0,719000.0,Surabaya,Occasional,Marketplace
TXN00067,2023-07-26,CUST04084,Xiaomi Redmi 12,Electronics,2,2199000,0.1,5329000.0,Jakarta,Loyal,Marketplace
TXN00068,2023-04-15,CUST01961,Nike Air Max 270,Fashion,1,1800000,0.0,2160000.0,Jakarta,Loyal,Marketplace
TXN00069,2023-10-10,CUST04083,IKEA Billy Shelf,Home & Living,1,799000,0.0,639000.0,Jakarta,Loyal,Organic
TXN00070,2023-09-18,CUST04164,The Ordinary AHA,Beauty,2,189000,0.0,378000.0,Surabaya,Occasional,Marketplace
TXN00071,2023-02-05,CUST04809,Philips Air Fryer,Home & Living,1,1499000,0.1,1079000.0,Surabaya,Loyal,Email
TXN00072,2023-03-18,CUST01957,Adidas Ultraboost,Fashion,1,2099000,0.0,2099000.0,Jakarta,Regular,Marketplace
TXN00073,2023-07-30,CUST01247,Uniqlo Heattech L,Fashion,1,299000,0.1,362000.0,Medan,Loyal,Marketplace
TXN00074,2023-03-06,CUST01181,Nike Air Max 270,Fashion,1,1800000,0.05,1710000.0,Makassar,Loyal,Marketplace
TXN00075,2023-02-08,CUST03114,Uniqlo Heattech L,Fashion,1,299000,0.2,191000.0,Jakarta,Regular,Organic
TXN00076,2023-10-05,CUST00824,Wardah Instaperfect,Beauty,1,85000,0.0,68000.0,Bandung,Loyal,Paid Social
TXN00077,2023-01-15,CUST01476,Zara Blazer Set,Fashion,1,1199000,0.1,705000.0,Jakarta,Occasional,Paid Social
TXN00078,2023-11-09,CUST00077,Xiaomi Redmi 12,Electronics,2,2199000,0.05,2731000.0,Jakarta,Loyal,Paid Social
TXN00079,2023-05-28,CUST02475,Wardah Instaperfect,Beauty,1,85000,0.0,114000.0,Surabaya,Occasional,Email
TXN00080,2023-09-05,CUST00067,Logitech MX Keys,Electronics,1,1350000,0.0,1350000.0,,New,Email
TXN00081,2023-11-07,CUST02054,Nike Air Max 270,Fashion,2,1800000,0.1,2118000.0,Makassar,Regular,Paid Social
TXN00082,2023-11-18,CUST02418,Philips Air Fryer,Home & Living,1,1499000,0.05,931000.0,Jakarta,Regular,Organic
TXN00083,2023-03-31,CUST03948,Logitech MX Keys,Electronics,1,1350000,0.1,1215000.0,Makassar,Occasional,Email
TXN00084,2023-06-23,CUST04566,The Ordinary AHA,Beauty,2,189000,0.0,529000.0,Jakarta,Regular,Paid Social
TXN00085,2023-01-08,CUST00888,Logitech MX Keys,Electronics,1,1350000,0.0,882000.0,Surabaya,Regular,Email
TXN00086,2023-01-13,CUST03345,Kris Mattress King,Home & Living,1,4200000,0.2,2196000.0,Jakarta,Regular,Organic
TXN00087,2023-01-20,CUST04426,Xiaomi Redmi 12,Electronics,1,2199000,0.0,1437000.0,Jakarta,Loyal,Paid Social
TXN00088,2023-08-01,CUST01935,Uniqlo Heattech L,Fashion,1,299000,0.1,323000.0,Bandung,Loyal,Email
TXN00089,2023-12-18,CUST03726,Dyson V11 Vacuum,Home & Living,1,7499000,0.2,3600000.0,Bandung,New,Email
TXN00090,2023-11-25,CUST04541,Samsung QLED 55in,Electronics,1,8999000,0.2,4705000.0,Jakarta,Occasional,Paid Social
TXN00091,2023-04-30,CUST00901,Samsung QLED 55in,Electronics,1,8999000,0.0,10799000.0,Makassar,New,Paid Social
TXN00092,2023-03-09,CUST00932,Dyson V11 Vacuum,Home & Living,1,7499000,0.1,6749000.0,Jakarta,Occasional,Paid Social
TXN00093,2023-08-18,CUST02471,Kris Mattress King,Home & Living,2,4200000,0.05,9576000.0,Jakarta,Occasional,Organic
TXN00094,2023-02-01,CUST00539,Nike Air Max 270,Fashion,3,1800000,0.1,3888000.0,Surabaya,New,Marketplace
TXN00095,2023-11-21,CUST00938,JBL Flip 6,Electronics,1,1199000,0.1,705000.0,Surabaya,Regular,Email
TXN00096,2023-04-21,CUST02089,Tupperware Set,Home & Living,1,349000,0.1,377000.0,Surabaya,Loyal,Marketplace
TXN00097,2023-12-18,CUST00492,Samsung QLED 55in,Electronics,3,8999000,0.0,16198000.0,Semarang,New,Organic
TXN00098,2023-10-15,CUST04919,H&M Linen Shirt,Fashion,1,249000,0.0,199000.0,Surabaya,Regular,Marketplace
TXN00099,2023-10-23,CUST04704,Xiaomi Redmi 12,Electronics,1,2199000,0.0,1759000.0,Surabaya,Loyal,Email
TXN00100,2023-10-15,CUST00238,Logitech MX Keys,Electronics,3,1350000,0.1,2916000.0,Bandung,Regular,Organic
TXN00101,2023-06-23,CUST04346,Apple AirPods Pro,Electronics,1,3799000,0.0,5319000.0,Jakarta,Regular,Organic
TXN00102,2023-08-21,CUST00408,Logitech MX Keys,Electronics,1,1350000,0.0,1620000.0,Medan,Regular,Organic
TXN00103,2023-08-15,CUST04859,IKEA Billy Shelf,Home & Living,1,799000,0.0,959000.0,Surabaya,New,Organic
TXN00104,2023-01-24,CUST00983,Zara Blazer Set,Fashion,1,1199000,0.2,627000.0,Jakarta,New,Paid Social
TXN00105,2023-03-31,CUST00154,Logitech MX Keys,Electronics,1,1350000,0.05,1282000.0,Jakarta,Regular,Email
TXN00106,2023-06-10,CUST03770,Nike Air Max 270,Fashion,1,1800000,0.05,2394000.0,Medan,Occasional,Organic
TXN00107,2023-02-15,CUST02729,IKEA Billy Shelf,Home & Living,1,799000,0.0,639000.0,Surabaya,Occasional,Organic
TXN00108,2023-09-19,CUST01936,Dyson V11 Vacuum,Home & Living,1,7499000,0.05,7124000.0,Jakarta,Regular,Email
TXN00109,2023-04-12,CUST04625,Apple AirPods Pro,Electronics,1,3799000,0.0,4559000.0,Medan,New,Marketplace
TXN00110,2023-06-15,CUST02884,H&M Linen Shirt,Fashion,2,249000,0.05,662000.0,Jakarta,New,Marketplace
TXN00111,2023-08-25,CUST04541,Zara Blazer Set,Fashion,1,1199000,0.0,1439000.0,Semarang,New,Organic
TXN00112,2023-08-19,CUST02814,Skintific SPF 50+,Beauty,3,129000,0.05,441000.0,Jakarta,Regular,Paid Social
TXN00113,2023-09-16,CUST02772,Skintific SPF 50+,Beauty,1,129000,0.0,129000.0,Medan,Loyal,Paid Social
TXN00114,2023-11-20,CUST04938,Dyson V11 Vacuum,Home & Living,1,7499000,0.0,4901000.0,Jakarta,Regular,Email
TXN00115,2023-02-11,CUST04579,The Ordinary AHA,Beauty,1,189000,0.0,151000.0,Jakarta,Loyal,Marketplace
TXN00116,2023-03-07,CUST02971,Apple AirPods Pro,Electronics,1,3799000,0.1,3419000.0,Medan,Regular,Organic
TXN00117,2023-06-24,CUST04422,Samsung QLED 55in,Electronics,3,8999000,0.0,37796000.0,Jakarta,New,Organic
TXN00118,2023-01-20,CUST01357,Tupperware Set,Home & Living,1,349000,0.1,205000.0,Bandung,Regular,Paid Social
TXN00119,2023-07-30,CUST03843,Dyson V11 Vacuum,Home & Living,1,7499000,0.1,9087000.0,Yogyakarta,Regular,Marketplace
TXN00120,2023-07-08,CUST01636,Somethinc Niacinamide,Beauty,1,99000,0.05,127000.0,Surabaya,Regular,Marketplace
TXN00121,2023-05-09,CUST04206,Philips Air Fryer,Home & Living,1,1499000,0.0,2018000.0,Surabaya,Loyal,Organic
TXN00122,2023-02-16,CUST03164,Logitech MX Keys,Electronics,3,1350000,0.0,3240000.0,Surabaya,Occasional,Organic
TXN00123,2023-04-25,CUST01137,The Ordinary AHA,Beauty,1,189000,0.2,181000.0,Semarang,Regular,Paid Social
TXN00124,2023-08-18,CUST00911,Kris Mattress King,Home & Living,1,4200000,0.2,4032000.0,Jakarta,New,Paid Social
TXN00125,2023-06-04,CUST00135,Philips Air Fryer,Home & Living,1,1499000,0.0,2099000.0,Bandung,Regular,Organic
TXN00126,2023-05-04,CUST02955,H&M Linen Shirt,Fashion,2,249000,0.0,671000.0,Jakarta,Occasional,Marketplace
TXN00127,2023-10-06,CUST00134,JBL Flip 6,Electronics,1,1199000,0.2,767000.0,Bandung,Occasional,Marketplace
TXN00128,2023-06-26,CUST01435,Xiaomi Redmi 12,Electronics,1,2199000,0.05,2925000.0,Jakarta,Regular,Email
TXN00129,2023-12-23,CUST00344,Kris Mattress King,Home & Living,1,4200000,0.0,2520000.0,Jakarta,Regular,Marketplace
TXN00130,2023-09-21,CUST02720,Apple AirPods Pro,Electronics,1,3799000,0.1,3419000.0,Surabaya,New,Paid Social
TXN00131,2023-08-12,CUST04254,Apple AirPods Pro,Electronics,2,3799000,0.1,8206000.0,Makassar,Occasional,Paid Social
TXN00132,2023-08-06,CUST03653,Xiaomi Redmi 12,Electronics,1,2199000,0.05,2507000.0,Semarang,Occasional,Email
TXN00133,2023-03-27,CUST00470,Adidas Ultraboost,Fashion,1,2099000,0.0,2099000.0,Jakarta,Loyal,Email
TXN00134,2023-07-06,CUST03001,Logitech MX Keys,Electronics,1,1350000,0.1,1636000.0,Jakarta,New,Marketplace
TXN00135,2023-01-17,CUST02284,JBL Flip 6,Electronics,1,1199000,0.05,744000.0,Yogyakarta,Occasional,Organic
TXN00136,2023-01-14,CUST02340,Xiaomi Redmi 12,Electronics,2,2199000,0.0,2874000.0,Surabaya,Regular,Email
TXN00137,2023-04-13,CUST02619,Kris Mattress King,Home & Living,1,4200000,0.1,4536000.0,Surabaya,Loyal,Marketplace
TXN00138,2023-10-09,CUST01647,Dyson V11 Vacuum,Home & Living,1,7499000,0.1,5399000.0,Makassar,Regular,Paid Social
TXN00139,2023-09-10,CUST03922,Philips Air Fryer,Home & Living,1,1499000,0.05,1424000.0,Surabaya,Loyal,Paid Social
TXN00140,2023-10-22,CUST04816,Adidas Ultraboost,Fashion,1,2099000,0.2,1343000.0,Bandung,Occasional,Email
TXN00141,2023-08-10,CUST02835,Samsung QLED 55in,Electronics,1,8999000,0.1,9719000.0,Semarang,Occasional,Email
TXN00142,2023-05-26,CUST01382,Emina BB Cream,Beauty,2,75000,0.0,202000.0,Bandung,Regular,Paid Social
TXN00143,2023-03-20,CUST04725,H&M Linen Shirt,Fashion,1,249000,0.05,237000.0,Makassar,Occasional,Organic
TXN00144,2023-10-20,CUST03327,Samsung QLED 55in,Electronics,1,8999000,0.05,6839000.0,Surabaya,Regular,Email
TXN00145,2023-12-19,CUST02830,Xiaomi Redmi 12,Electronics,1,2199000,0.0,1319000.0,Surabaya,New,Paid Social
TXN00146,2023-07-09,CUST03147,Somethinc Niacinamide,Beauty,1,99000,0.0,133000.0,Jakarta,New,Marketplace
TXN00147,2023-05-08,CUST03825,Wardah Instaperfect,Beauty,3,85000,0.2,275000.0,Semarang,Loyal,Email
TXN00148,2023-09-12,CUST04895,Zara Blazer Set,Fashion,1,1199000,0.2,959000.0,Surabaya,Loyal,Paid Social
TXN00149,2023-05-27,CUST04672,Wardah Instaperfect,Beauty,1,85000,0.1,103000.0,Surabaya,Loyal,Email
TXN00150,2023-10-11,CUST02778,Zara Blazer Set,Fashion,1,1199000,0.0,959000.0,Surabaya,Occasional,Organic
TXN00151,2023-03-15,CUST01221,Zara Blazer Set,Fashion,1,1199000,0.05,1139000.0,Surabaya,New,Paid Social
TXN00152,2023-03-13,CUST04013,H&M Linen Shirt,Fashion,1,249000,0.05,237000.0,Jakarta,Loyal,Email
TXN00153,2023-09-01,CUST00219,IKEA Billy Shelf,Home & Living,2,799000,0.0,1598000.0,Medan,Loyal,Email
TXN00154,2023-12-02,CUST03115,Zara Blazer Set,Fashion,2,1199000,0.1,1295000.0,Bandung,Regular,Marketplace
TXN00155,2023-01-17,CUST03864,Samsung QLED 55in,Electronics,1,8999000,0.1,5293000.0,Jakarta,Occasional,Marketplace
TXN00156,2023-12-28,CUST02805,Skintific SPF 50+,Beauty,1,129000,0.0,77000.0,Jakarta,Regular,Marketplace
TXN00157,2023-11-09,CUST04006,Zara Blazer Set,Fashion,1,1199000,0.2,627000.0,Jakarta,New,Email
TXN00158,2023-10-14,CUST01200,Apple AirPods Pro,Electronics,3,3799000,0.1,8206000.0,Jakarta,New,Marketplace
TXN00159,2023-02-10,CUST02226,Apple AirPods Pro,Electronics,1,3799000,0.0,3039000.0,Jakarta,Occasional,Paid Social
TXN00160,2023-10-28,CUST00824,JBL Flip 6,Electronics,1,1199000,0.0,959000.0,Makassar,New,Paid Social
TXN00161,2023-01-03,CUST02632,Philips Air Fryer,Home & Living,3,1499000,0.2,2351000.0,Jakarta,Regular,Marketplace
TXN00162,2023-02-15,CUST01441,Xiaomi Redmi 12,Electronics,1,2199000,0.0,1759000.0,Medan,Loyal,Organic
TXN00163,2023-07-23,CUST00880,Skintific SPF 50+,Beauty,2,129000,0.0,,Medan,Loyal,Email
TXN00164,2023-05-26,CUST00923,The Ordinary AHA,Beauty,1,189000,0.05,242000.0,Surabaya,Loyal,Paid Social
TXN00165,2023-11-28,CUST03504,Logitech MX Keys,Electronics,1,1350000,0.0,882000.0,Medan,Regular,Paid Social
TXN00166,2023-07-25,CUST02188,Nike Air Max 270,Fashion,1,1800000,0.0,2424000.0,,Occasional,Paid Social
TXN00167,2023-10-26,CUST04117,The Ordinary AHA,Beauty,2,189000,0.0,302000.0,Bandung,Regular,Organic
TXN00168,2023-12-20,CUST04963,The Ordinary AHA,Beauty,1,189000,0.2,91000.0,Jakarta,Regular,Paid Social
TXN00169,2023-08-30,CUST04622,JBL Flip 6,Electronics,2,1199000,0.1,2590000.0,Semarang,Regular,Organic
TXN00170,2023-09-16,CUST00745,JBL Flip 6,Electronics,1,1199000,0.05,1139000.0,Jakarta,Loyal,Marketplace
TXN00171,2023-01-29,CUST02085,Wardah Instaperfect,Beauty,1,85000,0.05,53000.0,Surabaya,New,Marketplace
TXN00172,2023-10-24,CUST00260,Philips Air Fryer,Home & Living,1,1499000,0.0,1199000.0,Medan,Occasional,Organic
TXN00173,2023-03-11,CUST00658,Samsung QLED 55in,Electronics,2,8999000,0.2,14398000.0,Bandung,Occasional,Marketplace
TXN00174,2023-03-10,CUST00187,Tupperware Set,Home & Living,1,349000,0.0,-349000.0,Jakarta,Occasional,Paid Social
TXN00175,2023-12-11,CUST00925,Wardah Instaperfect,Beauty,2,85000,0.0,102000.0,Surabaya,New,Marketplace
TXN00176,2023-11-11,CUST00399,Logitech MX Keys,Electronics,2,1350000,0.1,1588000.0,Jakarta,New,Organic
TXN00177,2023-07-25,CUST04720,Xiaomi Redmi 12,Electronics,1,2199000,0.05,2813000.0,Medan,Regular,Paid Social
TXN00178,2023-12-11,CUST04847,JBL Flip 6,Electronics,2,1199000,0.0,1439000.0,Makassar,Loyal,Paid Social
TXN00179,2023-11-17,CUST01223,Somethinc Niacinamide,Beauty,1,99000,0.05,61000.0,Jakarta,Occasional,Marketplace
TXN00180,2023-10-03,CUST04566,Samsung QLED 55in,Electronics,1,8999000,0.1,6479000.0,Jakarta,Regular,Marketplace
TXN00181,2023-05-05,CUST02200,Adidas Ultraboost,Fashion,1,2099000,0.0,2826000.0,Jakarta,Occasional,Email
TXN00182,2023-11-05,CUST00126,JBL Flip 6,Electronics,1,1199000,0.0,784000.0,Semarang,Regular,Paid Social
TXN00183,2023-03-02,CUST02319,Samsung QLED 55in,Electronics,2,8999000,0.1,16198000.0,Makassar,Regular,Paid Social
TXN00184,2023-11-29,CUST02624,H&M Linen Shirt,Fashion,1,249000,0.0,163000.0,Surabaya,Occasional,Organic
TXN00185,2023-06-10,CUST02419,The Ordinary AHA,Beauty,1,189000,0.05,251000.0,Jakarta,New,Email
TXN00186,2023-04-28,CUST04019,Apple AirPods Pro,Electronics,1,3799000,0.1,4103000.0,Surabaya,Regular,Email
TXN00187,2023-03-28,CUST00398,Zara Blazer Set,Fashion,1,1199000,0.05,1139000.0,Jakarta,Loyal,Organic
TXN00188,2023-03-12,CUST03959,Kris Mattress King,Home & Living,2,4200000,0.0,8400000.0,Medan,New,Marketplace
TXN00189,2023-01-04,CUST01469,Dyson V11 Vacuum,Home & Living,1,7499000,0.0,4901000.0,,Regular,Email
TXN00190,2023-09-26,CUST03761,Xiaomi Redmi 12,Electronics,1,2199000,0.0,2199000.0,Surabaya,Loyal,Email
TXN00191,2023-06-03,CUST00460,Uniqlo Heattech L,Fashion,1,299000,0.1,377000.0,Bandung,Loyal,Organic
TXN00192,2023-02-12,CUST04644,Uniqlo Heattech L,Fashion,1,299000,0.0,239000.0,Semarang,Regular,Organic
TXN00193,2023-02-08,CUST04809,Nike Air Max 270,Fashion,1,1800000,0.0,1440000.0,Bandung,Regular,Paid Social
TXN00194,2023-02-09,CUST00643,Logitech MX Keys,Electronics,1,1350000,0.05,1026000.0,Bandung,Loyal,Email
TXN00195,2023-01-28,CUST03691,Zara Blazer Set,Fashion,1,1199000,0.0,784000.0,Jakarta,Regular,Marketplace
TXN00196,2023-10-11,CUST00603,Zara Blazer Set,Fashion,3,1199000,0.0,2878000.0,Medan,Regular,Organic
TXN00197,2023-07-14,CUST02210,Samsung QLED 55in,Electronics,2,8999000,0.05,23021000.0,Medan,Occasional,Organic
TXN00198,2023-04-06,CUST02658,Xiaomi Redmi 12,Electronics,1,2199000,0.05,2507000.0,Surabaya,New,Organic
TXN00199,2023-05-30,CUST01138,Skintific SPF 50+,Beauty,1,129000,0.1,156000.0,Medan,Regular,Paid Social
TXN00200,2023-09-10,CUST04062,Apple AirPods Pro,Electronics,1,3799000,0.0,3799000.0,Jakarta,New,Organic
TXN00201,2023-08-23,CUST04870,Uniqlo Heattech L,Fashion,1,299000,0.0,359000.0,Yogyakarta,Occasional,Marketplace
TXN00202,2023-11-05,CUST04718,Apple AirPods Pro,Electronics,3,3799000,0.0,7449000.0,Jakarta,Loyal,Email
TXN00203,2023-07-12,CUST04507,IKEA Billy Shelf,Home & Living,1,799000,0.1,968000.0,Surabaya,Loyal,Paid Social
TXN00204,2023-12-29,CUST02070,Logitech MX Keys,Electronics,1,1350000,0.1,729000.0,Semarang,New,Marketplace
TXN00205,2023-07-13,CUST04399,Kris Mattress King,Home & Living,1,4200000,0.2,4524000.0,Surabaya,Occasional,Marketplace
TXN00206,2023-02-25,CUST02717,Nike Air Max 270,Fashion,2,1800000,0.05,2736000.0,Surabaya,Regular,Organic
TXN00207,2023-02-24,CUST04822,Wardah Instaperfect,Beauty,1,85000,0.0,68000.0,Surabaya,Occasional,Paid Social
TXN00208,2023-06-26,CUST02556,Philips Air Fryer,Home & Living,3,1499000,0.0,6296000.0,Jakarta,Loyal,Organic
TXN00209,2023-09-24,CUST00186,Samsung QLED 55in,Electronics,1,8999000,0.0,8999000.0,Surabaya,Regular,Email
TXN00210,2023-12-13,CUST03319,Dyson V11 Vacuum,Home & Living,2,7499000,0.2,7199000.0,Medan,Occasional,Paid Social
TXN00211,2023-11-24,CUST01686,Uniqlo Heattech L,Fashion,1,299000,0.0,195000.0,Medan,Loyal,Marketplace
TXN00212,2023-10-23,CUST02568,Xiaomi Redmi 12,Electronics,1,2199000,0.1,1583000.0,Jakarta,Occasional,Marketplace
TXN00213,2023-07-20,CUST02566,H&M Linen Shirt,Fashion,1,249000,0.0,335000.0,Semarang,Regular,Email
TXN00214,2023-03-01,CUST04403,Apple AirPods Pro,Electronics,1,3799000,0.05,3609000.0,Surabaya,Occasional,Paid Social
TXN00215,2023-10-12,CUST01599,Philips Air Fryer,Home & Living,1,1499000,0.0,1199000.0,Jakarta,Loyal,Organic
